video_id,target_day30_views
7400582591771938090,864.4148579896537
7403167206978374958,530.0553328203384
7435124823820356906,2842.952627345501
7409800970143714606,735.7924147480925
7410935177553333550,674.699154714739
7432809888033656095,4074.495578547449
7405432909278022955,75119.62144396926
7384996099955756331,831.7726334761022
7421705386400517406,137827.93770338086
7414296612047965470,1058.9922583467442
7405005636637084974,4888.142103220709
7395033235912265002,424.2921888604856
7406526842401754398,559.0292356846653
7402767039548362027,3087.4443344016863
7387202628826008874,561.2125576052564
7435131105532988718,10249.971863451696
7396537190651677983,1456.7422504687954
7415091981367479595,553.540113875537
7412051047176359211,23513.20674684444
7402406665280048415,1361.0791599606573
7405803040613141803,8139.975497649087
7407214747952663850,813.8733608242375
7422061083000589614,646.3258794139265
7409483348420365614,922.2107993227526
7399134846527868190,4618.05643786351
7398308009585200427,2700.5040622552674
7387968848881880366,2493.335563315723
7392787323831864619,1458.9072886428207
7425026165921844523,930.4543749605617
7392370893202279723,441.1579737801746
7426170246320426286,15012.751700831363
7418401395553864967,2254.8488166733605
7385679521246121223,469.96433869461936
7395342453454458158,6072.378240420208
7433936792929209642,2362.687320375775
7418353610259500334,1380.270068958945
7386109379944271146,2369.2781854784484
7428787675060194606,1910.6792945754462
7407207575680208174,3412.422609906484
7393145639640501535,1106.4469093369169
7425088749089885471,663.4356749971538
7435474047145659678,3191.911179895752
7402046304215371051,906.3234853915312
7434382150364826910,3295.1982384565354
7426899228078722334,464.9724186558414
7423959756324310314,2166.6491054614744
7399096884222102826,204951.1841670506
7401682493629271342,983.0914442864098
7418739347882560811,53015.735197781214
7400612253604613422,589.5719947034466
7410551298208320814,680.7683407946876
7422834143098096927,3753.052812958728
7420976675564834079,430.96108559248654
7426577071427767598,212.98907923748072
7410943285612563755,2903.269477827412
7416901150449929502,903.6834844113522
7428366024162004255,4471.408694566379
7418358321180134687,811.1379634235791
7390964003364670750,981.0286548923599
7387204071054200106,33507.733602023975
7386453463162572062,7764.331894814449
7435057046040431915,10616.166467097966
7411363294361013546,688.4837075634173
7406460963798437166,666.3621344265998
7394633431608528171,889.3605368157721
7399101881882119454,666.9956959185007
7417674637351472426,1608.5999324045563
7394640227144568110,2871.9036501729493
7414995501646646574,1541.4817938443246
